status,user_id,created_at,updated_at
0,28,2017-08-02,2017-08-02
1,10,2016-09-25,2016-09-25
0,28,2016-10-23,2016-10-23
0,5,2017-10-27,2017-10-27
0,1,2016-12-20,2016-12-20
0,20,2017-09-26,2017-09-26
1,19,2017-11-02,2017-11-02
2,25,2016-08-25,2016-08-25
0,25,2017-10-12,2017-10-12
2,9,2017-08-25,2017-08-25
1,15,2016-10-17,2016-10-17
2,6,2016-12-05,2016-12-05
0,10,2017-10-15,2017-10-15
1,14,2017-10-15,2017-10-15
1,17,2017-04-09,2017-04-09
2,23,2017-11-13,2017-11-13
1,24,2016-09-19,2016-09-19
1,20,2017-06-26,2017-06-26
2,25,2017-11-30,2017-11-30
1,25,2017-05-11,2017-05-11
1,20,2017-06-02,2017-06-02
2,24,2017-09-12,2017-09-12
2,13,2017-04-03,2017-04-03
1,8,2017-02-22,2017-02-22
2,1,2016-12-15,2016-12-15
1,17,2016-10-11,2016-10-11
0,6,2016-11-11,2016-11-11
0,15,2017-05-03,2017-05-03
0,11,2016-09-27,2016-09-27
0,21,2017-01-12,2017-01-12
2,2,2016-11-17,2016-11-17
1,23,2017-01-06,2017-01-06
0,4,2017-07-09,2017-07-09
0,26,2017-09-21,2017-09-21
0,15,2017-10-27,2017-10-27
2,20,2017-05-20,2017-05-20
0,23,2016-11-04,2016-11-04
0,19,2017-06-08,2017-06-08
1,2,2017-09-07,2017-09-07
2,1,2016-09-29,2016-09-29
2,8,2017-10-07,2017-10-07
2,24,2017-07-29,2017-07-29
1,9,2016-10-17,2016-10-17
2,7,2017-01-12,2017-01-12
2,12,2017-12-01,2017-12-01
1,3,2017-07-10,2017-07-10
0,15,2017-07-23,2017-07-23
2,19,2017-03-18,2017-03-18
0,2,2017-02-27,2017-02-27
1,3,2017-12-13,2017-12-13
1,8,2017-03-16,2017-03-16
2,4,2017-05-21,2017-05-21
0,27,2017-04-23,2017-04-23
1,4,2017-07-08,2017-07-08
2,14,2017-09-17,2017-09-17
1,22,2017-05-12,2017-05-12
0,13,2017-03-24,2017-03-24
2,22,2017-05-14,2017-05-14
1,22,2017-05-16,2017-05-16
1,29,2017-04-30,2017-04-30
0,25,2017-01-12,2017-01-12
2,5,2017-06-05,2017-06-05
2,10,2017-04-19,2017-04-19
1,12,2016-09-06,2016-09-06
2,20,2016-09-26,2016-09-26
2,13,2017-10-24,2017-10-24
2,27,2016-10-20,2016-10-20
1,25,2017-06-02,2017-06-02
0,8,2017-09-27,2017-09-27
2,23,2017-02-02,2017-02-02
0,23,2016-11-12,2016-11-12
1,7,2016-09-16,2016-09-16
2,3,2017-01-02,2017-01-02
2,28,2017-11-16,2017-11-16
2,20,2017-08-31,2017-08-31
2,1,2016-10-07,2016-10-07
1,20,2016-09-15,2016-09-15
0,28,2017-06-11,2017-06-11
1,16,2017-04-01,2017-04-01
0,2,2017-07-15,2017-07-15
1,1,2017-02-20,2017-02-20
2,1,2017-01-11,2017-01-11
2,27,2016-10-09,2016-10-09
2,26,2017-02-03,2017-02-03
0,14,2016-09-13,2016-09-13
0,20,2017-05-07,2017-05-07
0,24,2016-11-23,2016-11-23
2,19,2017-09-25,2017-09-25
2,20,2017-04-17,2017-04-17
1,5,2017-06-24,2017-06-24
1,23,2017-05-31,2017-05-31
0,7,2017-12-02,2017-12-02
0,6,2017-04-02,2017-04-02
1,27,2017-04-01,2017-04-01
0,21,2017-10-26,2017-10-26
2,7,2017-04-13,2017-04-13
1,23,2017-09-03,2017-09-03
0,8,2016-11-11,2016-11-11
1,21,2017-06-25,2017-06-25
2,23,2017-09-26,2017-09-26
1,29,2017-08-02,2017-08-02
2,13,2017-10-26,2017-10-26
0,16,2017-10-22,2017-10-22
0,13,2017-03-20,2017-03-20
2,28,2017-09-04,2017-09-04
1,5,2017-07-31,2017-07-31
1,27,2016-12-08,2016-12-08
2,20,2017-02-22,2017-02-22
1,1,2017-07-03,2017-07-03
0,9,2016-10-20,2016-10-20
1,25,2017-05-31,2017-05-31
2,13,2017-01-10,2017-01-10
2,16,2017-10-01,2017-10-01
1,21,2017-04-22,2017-04-22
1,13,2017-07-13,2017-07-13
0,22,2016-12-10,2016-12-10
0,27,2017-12-29,2017-12-29
2,23,2018-01-05,2018-01-05
1,29,2017-09-17,2017-09-17
2,29,2016-09-01,2016-09-01
2,8,2017-05-14,2017-05-14
2,9,2017-03-18,2017-03-18
0,25,2016-10-06,2016-10-06
1,26,2017-05-02,2017-05-02
1,28,2016-11-05,2016-11-05
2,8,2017-12-25,2017-12-25
0,11,2016-09-14,2016-09-14
1,12,2017-05-30,2017-05-30
1,16,2016-11-18,2016-11-18
0,11,2017-03-31,2017-03-31
1,3,2017-01-01,2017-01-01
2,22,2017-05-14,2017-05-14
0,12,2017-07-31,2017-07-31
2,14,2017-08-08,2017-08-08
2,11,2017-05-05,2017-05-05
1,2,2017-12-20,2017-12-20
2,2,2016-10-13,2016-10-13
1,17,2016-08-29,2016-08-29
1,14,2017-08-07,2017-08-07
2,27,2016-09-11,2016-09-11
2,17,2017-12-03,2017-12-03
1,27,2017-06-15,2017-06-15
1,22,2017-02-14,2017-02-14
2,24,2017-03-03,2017-03-03
1,27,2016-09-01,2016-09-01
1,11,2016-11-01,2016-11-01
2,18,2017-07-17,2017-07-17
2,19,2017-11-13,2017-11-13
0,10,2016-10-10,2016-10-10
2,21,2017-08-07,2017-08-07
2,19,2017-06-19,2017-06-19
1,1,2017-02-26,2017-02-26
1,28,2018-01-04,2018-01-04
0,6,2017-06-29,2017-06-29
1,21,2017-02-02,2017-02-02
2,7,2017-04-26,2017-04-26
2,29,2016-09-22,2016-09-22
0,25,2017-09-12,2017-09-12
0,9,2016-10-29,2016-10-29
2,10,2017-05-07,2017-05-07
2,3,2017-11-21,2017-11-21
0,10,2017-09-13,2017-09-13
1,24,2017-03-29,2017-03-29
2,15,2017-07-17,2017-07-17
1,11,2016-09-04,2016-09-04
0,13,2016-12-06,2016-12-06
2,9,2017-03-23,2017-03-23
1,1,2017-07-23,2017-07-23
1,10,2017-03-28,2017-03-28
0,13,2018-01-02,2018-01-02
0,24,2017-05-28,2017-05-28
0,21,2017-08-12,2017-08-12
0,22,2016-11-26,2016-11-26
2,21,2017-09-13,2017-09-13
1,2,2017-07-14,2017-07-14
2,19,2017-06-09,2017-06-09
1,27,2016-10-14,2016-10-14
1,16,2017-06-10,2017-06-10
2,2,2017-03-27,2017-03-27
0,16,2017-07-09,2017-07-09
1,24,2017-07-04,2017-07-04
0,2,2017-01-18,2017-01-18
2,2,2017-12-08,2017-12-08
1,14,2017-01-22,2017-01-22
2,29,2017-10-22,2017-10-22
2,17,2017-11-01,2017-11-01
2,23,2016-09-06,2016-09-06
0,20,2017-08-24,2017-08-24
1,24,2017-12-20,2017-12-20
2,5,2017-01-17,2017-01-17
0,20,2017-07-18,2017-07-18
1,20,2017-03-28,2017-03-28
1,29,2017-01-02,2017-01-02
0,15,2017-05-28,2017-05-28
1,13,2017-05-18,2017-05-18
2,9,2016-12-11,2016-12-11
2,5,2017-02-09,2017-02-09
2,21,2017-04-08,2017-04-08
2,13,2017-04-17,2017-04-17
0,6,2017-12-25,2017-12-25
0,2,2017-03-17,2017-03-17
2,11,2016-10-29,2016-10-29
0,29,2016-08-31,2016-08-31
1,20,2017-10-15,2017-10-15
1,20,2017-06-06,2017-06-06
1,23,2017-11-09,2017-11-09
2,24,2017-10-05,2017-10-05
1,18,2017-12-22,2017-12-22
0,29,2017-12-30,2017-12-30
2,16,2017-06-26,2017-06-26
2,20,2017-02-20,2017-02-20
1,7,2017-07-24,2017-07-24
0,10,2017-11-08,2017-11-08
1,15,2016-09-13,2016-09-13
1,24,2017-03-29,2017-03-29
1,3,2017-08-02,2017-08-02
0,19,2016-10-29,2016-10-29
0,4,2017-01-04,2017-01-04
0,1,2017-04-17,2017-04-17
2,23,2017-11-19,2017-11-19
2,29,2017-01-29,2017-01-29
1,4,2016-08-29,2016-08-29
0,15,2017-06-04,2017-06-04
1,15,2017-07-19,2017-07-19
1,20,2017-05-05,2017-05-05
2,16,2017-03-03,2017-03-03
1,2,2016-12-03,2016-12-03
2,10,2017-05-27,2017-05-27
1,5,2017-11-14,2017-11-14
2,22,2017-07-15,2017-07-15
2,6,2017-12-12,2017-12-12
1,13,2017-09-15,2017-09-15
2,8,2017-10-07,2017-10-07
0,16,2017-08-23,2017-08-23
2,20,2016-10-27,2016-10-27
1,22,2017-08-12,2017-08-12
1,11,2017-07-19,2017-07-19
0,12,2017-10-25,2017-10-25
2,26,2017-11-14,2017-11-14
1,2,2017-11-05,2017-11-05
0,27,2017-11-19,2017-11-19
1,14,2016-09-23,2016-09-23
2,28,2017-05-02,2017-05-02
1,9,2016-09-14,2016-09-14
2,23,2017-03-28,2017-03-28
0,3,2017-10-31,2017-10-31
2,26,2017-11-29,2017-11-29
0,24,2017-03-01,2017-03-01
2,1,2017-01-07,2017-01-07
2,7,2017-03-06,2017-03-06
1,11,2016-12-06,2016-12-06
1,1,2017-01-19,2017-01-19
1,10,2017-07-06,2017-07-06
1,27,2017-11-24,2017-11-24
1,27,2017-12-22,2017-12-22
1,9,2017-04-19,2017-04-19
2,22,2016-10-04,2016-10-04
0,6,2017-10-20,2017-10-20
2,15,2017-10-17,2017-10-17
2,8,2017-05-19,2017-05-19
1,8,2017-04-09,2017-04-09
1,21,2016-10-01,2016-10-01
1,15,2017-08-08,2017-08-08
1,10,2017-05-13,2017-05-13
0,14,2017-07-29,2017-07-29
0,26,2016-11-13,2016-11-13
1,12,2017-10-10,2017-10-10
0,13,2016-12-26,2016-12-26
1,18,2016-12-04,2016-12-04
0,9,2016-10-08,2016-10-08
0,2,2017-07-31,2017-07-31
0,8,2016-11-16,2016-11-16
2,22,2016-10-12,2016-10-12
2,18,2016-09-21,2016-09-21
1,12,2017-01-31,2017-01-31
0,22,2017-11-05,2017-11-05
0,24,2017-03-09,2017-03-09
0,8,2017-01-09,2017-01-09
2,20,2016-10-22,2016-10-22
0,23,2016-11-25,2016-11-25
2,6,2016-11-17,2016-11-17
1,10,2017-09-14,2017-09-14
1,7,2017-05-19,2017-05-19
0,2,2017-02-10,2017-02-10
2,19,2017-06-14,2017-06-14
2,13,2016-09-04,2016-09-04
1,21,2017-11-12,2017-11-12
0,27,2017-07-23,2017-07-23
0,23,2016-09-26,2016-09-26
1,11,2017-05-31,2017-05-31
1,13,2017-08-18,2017-08-18
1,17,2017-12-06,2017-12-06
2,10,2016-10-15,2016-10-15
2,13,2017-05-04,2017-05-04
0,24,2016-12-28,2016-12-28
2,13,2017-10-16,2017-10-16
2,18,2017-12-11,2017-12-11
1,7,2017-11-23,2017-11-23
1,2,2017-01-13,2017-01-13
2,24,2016-09-18,2016-09-18
1,7,2017-12-18,2017-12-18
1,17,2017-05-20,2017-05-20
1,12,2017-06-23,2017-06-23
2,19,2017-05-12,2017-05-12
0,20,2016-08-29,2016-08-29
2,25,2016-12-12,2016-12-12
1,11,2017-07-31,2017-07-31
2,13,2017-08-05,2017-08-05
1,4,2017-10-23,2017-10-23
2,6,2016-08-28,2016-08-28
2,29,2017-09-08,2017-09-08
2,2,2017-02-02,2017-02-02
0,2,2017-06-25,2017-06-25
1,5,2017-04-23,2017-04-23
0,8,2016-12-03,2016-12-03
0,26,2017-05-13,2017-05-13
0,19,2017-06-30,2017-06-30
1,21,2017-09-22,2017-09-22
2,15,2017-08-12,2017-08-12
1,3,2017-08-19,2017-08-19
1,15,2017-06-12,2017-06-12
1,10,2016-12-05,2016-12-05
2,25,2017-09-24,2017-09-24
0,19,2016-10-05,2016-10-05
1,11,2016-12-24,2016-12-24
0,20,2017-12-21,2017-12-21
1,21,2017-04-04,2017-04-04
2,25,2016-11-01,2016-11-01
2,27,2016-12-28,2016-12-28
0,9,2017-08-29,2017-08-29
2,5,2017-07-31,2017-07-31
2,8,2017-10-15,2017-10-15
0,3,2017-04-28,2017-04-28
2,24,2016-12-06,2016-12-06
2,8,2017-07-29,2017-07-29
2,20,2017-09-11,2017-09-11
2,10,2017-04-08,2017-04-08
2,6,2016-11-06,2016-11-06
2,5,2016-12-28,2016-12-28
2,2,2017-05-06,2017-05-06
1,24,2017-10-20,2017-10-20
2,14,2016-09-11,2016-09-11
1,16,2017-08-17,2017-08-17
2,2,2017-02-01,2017-02-01
1,5,2017-08-06,2017-08-06
2,14,2017-12-28,2017-12-28
2,4,2017-03-14,2017-03-14
2,29,2016-09-17,2016-09-17
1,7,2017-08-01,2017-08-01
1,24,2017-08-19,2017-08-19
0,18,2017-03-26,2017-03-26
2,28,2017-04-03,2017-04-03
0,16,2016-10-09,2016-10-09
1,7,2016-09-28,2016-09-28
1,21,2017-01-29,2017-01-29
1,7,2016-12-11,2016-12-11
2,15,2018-01-03,2018-01-03
0,19,2017-01-16,2017-01-16
2,23,2017-01-20,2017-01-20
0,10,2017-09-10,2017-09-10
2,28,2017-07-15,2017-07-15
1,29,2017-10-09,2017-10-09
0,10,2017-08-24,2017-08-24
1,14,2016-10-09,2016-10-09
0,9,2017-05-29,2017-05-29
2,16,2017-10-19,2017-10-19
2,17,2017-11-12,2017-11-12
1,17,2017-11-10,2017-11-10
1,5,2016-10-03,2016-10-03
2,14,2017-05-18,2017-05-18
1,8,2016-09-08,2016-09-08
0,2,2017-07-16,2017-07-16
1,12,2016-10-05,2016-10-05
1,14,2017-12-05,2017-12-05
2,21,2016-09-16,2016-09-16
1,21,2016-10-31,2016-10-31
1,24,2016-11-17,2016-11-17
0,6,2017-04-01,2017-04-01
0,5,2017-08-21,2017-08-21
0,9,2017-04-19,2017-04-19
1,6,2016-12-08,2016-12-08
2,21,2017-12-30,2017-12-30
2,9,2017-07-12,2017-07-12
1,29,2017-03-02,2017-03-02
2,26,2017-12-28,2017-12-28
1,3,2017-12-06,2017-12-06
1,5,2016-10-28,2016-10-28
0,2,2017-09-25,2017-09-25
0,13,2016-12-25,2016-12-25
1,20,2017-07-26,2017-07-26
1,13,2017-11-10,2017-11-10
1,7,2016-11-29,2016-11-29
1,18,2017-10-28,2017-10-28
0,23,2017-10-26,2017-10-26
0,16,2017-03-13,2017-03-13
0,23,2017-07-15,2017-07-15
2,27,2016-11-11,2016-11-11
0,27,2016-09-18,2016-09-18
2,16,2016-09-17,2016-09-17
1,22,2017-12-26,2017-12-26
2,3,2017-01-10,2017-01-10
1,9,2017-03-05,2017-03-05
2,2,2016-12-26,2016-12-26
2,23,2016-11-06,2016-11-06
0,2,2017-07-01,2017-07-01
1,13,2017-11-19,2017-11-19
0,29,2017-10-31,2017-10-31
2,14,2016-09-23,2016-09-23
1,3,2017-08-24,2017-08-24
0,24,2017-03-25,2017-03-25
1,29,2017-06-17,2017-06-17
1,2,2016-11-21,2016-11-21
1,14,2016-12-23,2016-12-23
1,29,2017-11-13,2017-11-13
1,2,2016-09-24,2016-09-24
2,11,2017-07-20,2017-07-20
2,15,2017-06-20,2017-06-20
2,21,2017-01-03,2017-01-03
0,23,2017-07-14,2017-07-14
2,7,2016-12-25,2016-12-25
2,1,2017-12-29,2017-12-29
2,7,2017-12-12,2017-12-12
2,1,2017-09-05,2017-09-05
0,10,2017-05-24,2017-05-24
2,13,2017-06-02,2017-06-02
1,1,2016-08-24,2016-08-24
1,18,2017-05-06,2017-05-06
0,10,2017-07-06,2017-07-06
1,6,2017-11-29,2017-11-29
1,12,2017-04-24,2017-04-24
0,27,2017-06-28,2017-06-28
0,1,2016-12-10,2016-12-10
1,25,2017-09-17,2017-09-17
2,9,2017-08-22,2017-08-22
2,25,2017-09-24,2017-09-24
2,8,2016-09-03,2016-09-03
2,23,2017-11-24,2017-11-24
2,16,2016-09-12,2016-09-12
2,29,2017-03-30,2017-03-30
1,8,2017-06-08,2017-06-08
2,21,2017-10-30,2017-10-30
1,11,2017-05-11,2017-05-11
0,26,2017-09-18,2017-09-18
1,24,2017-09-14,2017-09-14
1,24,2017-07-28,2017-07-28
1,22,2017-05-06,2017-05-06
2,8,2016-10-06,2016-10-06
1,25,2017-02-23,2017-02-23
0,4,2016-12-17,2016-12-17
0,19,2017-06-01,2017-06-01
2,14,2017-03-02,2017-03-02
2,27,2017-09-02,2017-09-02
2,10,2017-09-07,2017-09-07
2,1,2017-06-15,2017-06-15
2,3,2016-10-20,2016-10-20
1,1,2016-09-27,2016-09-27
2,18,2017-04-12,2017-04-12
1,29,2016-10-04,2016-10-04
1,28,2017-04-11,2017-04-11
2,7,2017-03-15,2017-03-15
1,28,2016-12-24,2016-12-24
1,3,2017-09-24,2017-09-24
0,28,2017-03-23,2017-03-23
1,22,2017-11-07,2017-11-07
1,29,2017-08-30,2017-08-30
1,2,2017-02-04,2017-02-04
1,26,2017-12-17,2017-12-17
1,27,2016-12-04,2016-12-04
1,17,2017-04-15,2017-04-15
1,5,2017-11-30,2017-11-30
2,15,2017-09-17,2017-09-17
0,5,2017-06-26,2017-06-26
2,12,2017-07-05,2017-07-05
1,12,2017-05-21,2017-05-21
1,19,2017-03-22,2017-03-22
0,7,2017-09-23,2017-09-23
1,9,2017-08-05,2017-08-05
2,2,2017-02-01,2017-02-01
1,24,2016-12-24,2016-12-24
2,10,2017-10-30,2017-10-30
0,24,2017-03-03,2017-03-03
1,25,2017-04-28,2017-04-28
0,13,2017-08-31,2017-08-31
2,1,2017-01-07,2017-01-07
2,23,2017-02-10,2017-02-10
1,27,2017-02-05,2017-02-05
0,25,2017-12-29,2017-12-29
2,29,2017-09-28,2017-09-28
0,3,2017-11-19,2017-11-19
1,20,2017-09-05,2017-09-05
2,28,2017-07-15,2017-07-15
0,28,2017-11-19,2017-11-19
1,4,2017-02-17,2017-02-17
2,24,2017-06-09,2017-06-09
0,27,2017-08-21,2017-08-21
1,28,2017-06-09,2017-06-09
1,8,2017-06-11,2017-06-11
2,18,2017-01-07,2017-01-07
1,8,2017-07-29,2017-07-29
1,13,2017-12-17,2017-12-17
1,26,2017-11-07,2017-11-07
1,4,2017-12-29,2017-12-29
0,1,2017-02-15,2017-02-15
0,21,2017-04-09,2017-04-09
1,13,2016-10-24,2016-10-24
0,5,2017-12-09,2017-12-09
2,18,2016-09-04,2016-09-04
0,25,2016-12-23,2016-12-23
2,12,2017-07-06,2017-07-06
1,23,2017-11-10,2017-11-10
1,11,2016-10-18,2016-10-18
0,28,2017-06-07,2017-06-07
2,10,2016-12-31,2016-12-31
2,4,2016-08-30,2016-08-30
2,3,2017-11-03,2017-11-03
2,6,2017-10-14,2017-10-14
2,19,2016-11-25,2016-11-25
2,21,2017-01-16,2017-01-16
0,25,2017-10-26,2017-10-26
1,13,2017-08-18,2017-08-18
1,5,2017-01-31,2017-01-31
0,4,2017-04-19,2017-04-19
2,17,2017-02-11,2017-02-11
2,12,2017-11-28,2017-11-28
1,12,2016-09-15,2016-09-15
1,7,2017-11-01,2017-11-01
1,14,2017-07-12,2017-07-12
1,18,2016-10-24,2016-10-24
1,7,2016-12-02,2016-12-02
2,18,2017-03-31,2017-03-31
0,22,2016-10-21,2016-10-21
1,15,2016-09-22,2016-09-22
2,9,2017-11-06,2017-11-06
2,3,2017-02-01,2017-02-01
1,4,2017-09-19,2017-09-19
0,9,2016-11-10,2016-11-10
1,27,2016-09-22,2016-09-22
0,11,2017-02-15,2017-02-15
1,14,2017-06-15,2017-06-15
1,19,2016-12-18,2016-12-18
0,22,2017-09-20,2017-09-20
1,8,2017-06-28,2017-06-28
2,18,2017-07-08,2017-07-08
1,9,2017-04-12,2017-04-12
2,22,2017-06-13,2017-06-13
1,24,2017-05-09,2017-05-09
1,4,2017-08-21,2017-08-21
2,11,2016-09-25,2016-09-25
2,16,2017-07-17,2017-07-17
0,5,2016-09-25,2016-09-25
2,2,2017-05-23,2017-05-23
0,16,2017-07-01,2017-07-01
1,16,2017-08-18,2017-08-18
1,3,2017-06-28,2017-06-28
0,28,2016-08-25,2016-08-25
0,1,2016-09-08,2016-09-08
0,8,2016-09-04,2016-09-04
1,19,2016-08-25,2016-08-25
2,1,2017-10-24,2017-10-24
1,10,2017-05-17,2017-05-17
0,18,2017-03-15,2017-03-15
1,13,2017-04-22,2017-04-22
2,1,2017-09-13,2017-09-13
0,12,2017-08-14,2017-08-14
2,4,2017-05-05,2017-05-05
0,15,2016-12-22,2016-12-22
1,14,2016-11-27,2016-11-27
2,17,2016-12-04,2016-12-04
0,4,2017-09-29,2017-09-29
1,2,2017-02-05,2017-02-05
2,21,2017-03-18,2017-03-18
2,18,2017-03-15,2017-03-15
2,2,2017-06-20,2017-06-20
0,12,2017-11-03,2017-11-03
1,25,2017-05-23,2017-05-23
0,11,2016-09-06,2016-09-06
2,27,2017-07-30,2017-07-30
0,15,2017-09-03,2017-09-03
1,16,2017-03-01,2017-03-01
2,23,2017-08-05,2017-08-05
1,11,2017-07-27,2017-07-27
2,18,2017-09-06,2017-09-06
0,26,2017-08-14,2017-08-14
0,16,2016-09-15,2016-09-15
1,14,2017-09-19,2017-09-19
1,19,2016-12-29,2016-12-29
1,16,2017-01-14,2017-01-14
2,3,2017-05-20,2017-05-20
2,4,2017-03-21,2017-03-21
2,15,2017-01-18,2017-01-18
0,2,2017-12-06,2017-12-06
1,8,2017-03-06,2017-03-06
2,18,2017-03-02,2017-03-02
1,23,2017-06-03,2017-06-03
0,5,2016-10-03,2016-10-03
1,22,2017-02-11,2017-02-11
1,27,2016-10-06,2016-10-06
1,3,2017-09-29,2017-09-29
2,25,2017-08-13,2017-08-13
0,5,2017-07-08,2017-07-08
0,15,2017-08-27,2017-08-27
2,29,2016-12-13,2016-12-13
0,13,2016-11-20,2016-11-20
2,4,2016-09-06,2016-09-06
0,20,2016-08-31,2016-08-31
0,11,2017-03-30,2017-03-30
1,11,2017-11-02,2017-11-02
2,15,2016-10-28,2016-10-28
1,1,2017-05-15,2017-05-15
1,16,2017-05-15,2017-05-15
0,22,2017-04-29,2017-04-29
0,26,2017-03-15,2017-03-15
1,7,2017-03-02,2017-03-02
1,14,2017-07-05,2017-07-05
2,24,2016-12-02,2016-12-02
0,21,2016-12-31,2016-12-31
0,10,2016-12-06,2016-12-06
0,25,2017-01-03,2017-01-03
1,2,2017-06-26,2017-06-26
1,12,2017-10-24,2017-10-24
0,24,2017-05-07,2017-05-07
1,12,2017-09-04,2017-09-04
2,19,2017-06-20,2017-06-20
0,11,2017-01-26,2017-01-26
1,22,2017-08-29,2017-08-29
0,20,2017-12-06,2017-12-06
0,20,2016-10-17,2016-10-17
1,24,2016-12-05,2016-12-05
0,24,2017-01-08,2017-01-08
1,9,2017-01-14,2017-01-14
0,4,2017-03-25,2017-03-25
1,17,2017-09-09,2017-09-09
2,12,2017-01-24,2017-01-24
2,29,2017-05-24,2017-05-24
0,12,2017-04-04,2017-04-04
0,29,2017-11-08,2017-11-08
0,24,2017-11-28,2017-11-28
1,24,2016-09-16,2016-09-16
0,21,2016-09-15,2016-09-15
0,7,2016-11-21,2016-11-21
1,18,2017-02-20,2017-02-20
2,10,2017-11-12,2017-11-12
0,11,2017-12-10,2017-12-10
2,22,2016-09-06,2016-09-06
1,5,2017-12-20,2017-12-20
0,16,2017-06-21,2017-06-21
0,8,2017-07-06,2017-07-06
1,7,2016-10-26,2016-10-26
1,16,2017-11-06,2017-11-06
2,10,2017-10-03,2017-10-03
1,14,2016-10-10,2016-10-10
2,12,2017-12-22,2017-12-22
0,1,2017-01-20,2017-01-20
1,4,2017-11-20,2017-11-20
2,2,2017-06-08,2017-06-08
0,22,2017-03-10,2017-03-10
2,21,2017-06-13,2017-06-13
1,26,2017-02-27,2017-02-27
2,24,2017-03-09,2017-03-09
2,28,2017-07-14,2017-07-14
0,5,2017-10-04,2017-10-04
0,9,2017-10-06,2017-10-06
1,22,2016-08-31,2016-08-31
2,2,2016-09-08,2016-09-08
2,17,2017-11-23,2017-11-23
1,12,2017-08-13,2017-08-13
2,7,2017-08-09,2017-08-09
0,16,2017-03-10,2017-03-10
2,26,2016-09-06,2016-09-06
0,5,2017-12-20,2017-12-20
2,21,2017-05-03,2017-05-03
1,1,2017-11-04,2017-11-04
2,4,2017-02-10,2017-02-10
1,27,2016-12-19,2016-12-19
0,9,2017-11-18,2017-11-18
2,19,2017-02-23,2017-02-23
1,14,2016-12-05,2016-12-05
1,15,2017-09-30,2017-09-30
2,19,2016-12-26,2016-12-26
2,7,2016-12-21,2016-12-21
1,7,2017-03-10,2017-03-10
0,19,2016-11-08,2016-11-08
1,14,2017-05-05,2017-05-05
2,28,2017-05-26,2017-05-26
2,6,2017-11-22,2017-11-22
2,15,2016-09-25,2016-09-25
1,2,2017-02-03,2017-02-03
1,18,2017-07-21,2017-07-21
2,23,2017-10-19,2017-10-19
0,7,2017-02-22,2017-02-22
2,16,2017-12-23,2017-12-23
2,8,2016-10-23,2016-10-23
2,22,2017-05-18,2017-05-18
1,28,2016-10-18,2016-10-18
1,28,2017-01-04,2017-01-04
0,26,2017-07-23,2017-07-23
1,8,2017-12-16,2017-12-16
1,26,2017-10-03,2017-10-03
1,20,2017-03-30,2017-03-30
2,3,2017-07-03,2017-07-03
0,27,2017-12-13,2017-12-13
0,29,2016-10-17,2016-10-17
